Date,Open,High,Low,Close,Adj Close,Volume
2021-05-10,1.216752,1.217730,1.213740,1.217108,1.217108,0
2021-05-11,1.214211,1.217968,1.212547,1.214093,1.214093,0
2021-05-12,1.214550,1.215067,1.206811,1.214450,1.214450,0
2021-05-13,1.207686,1.210654,1.205313,1.207851,1.207851,0
2021-05-14,1.208021,1.214772,1.207146,1.207729,1.207729,0
2021-05-17,1.214757,1.217000,1.212753,1.215037,1.215037,0
2021-05-18,1.215525,1.223242,1.215407,1.215687,1.215687,0
2021-05-19,1.222643,1.224800,1.219185,1.222400,1.222400,0
2021-05-20,1.217285,1.222901,1.217093,1.217285,1.217285,0
2021-05-21,1.222793,1.224200,1.217374,1.222539,1.222539,0
2021-05-24,1.218116,1.222942,1.217582,1.218324,1.218324,0
2021-05-25,1.221449,1.226700,1.221240,1.221464,1.221464,0
2021-05-26,1.224890,1.226500,1.220003,1.224909,1.224909,0
2021-05-27,1.219036,1.221699,1.217567,1.219260,1.219260,0
2021-05-28,1.219274,1.220107,1.213342,1.219319,1.219319,0
2021-05-31,1.219007,1.223391,1.218413,1.219007,1.219007,0
2021-06-01,1.223406,1.225415,1.221464,1.223287,1.223287,0
2021-06-02,1.221807,1.222942,1.216575,1.221777,1.221777,0
2021-06-03,1.221150,1.221598,1.212090,1.220986,1.220986,0
2021-06-04,1.213030,1.218769,1.210551,1.213301,1.213301,0
2021-06-07,1.216575,1.220200,1.214506,1.216841,1.216841,0
2021-06-08,1.218962,1.219661,1.216663,1.219363,1.219363,0
2021-06-09,1.217182,1.221899,1.217182,1.217285,1.217285,0
2021-06-10,1.217730,1.219215,1.214535,1.218200,1.218200,0
2021-06-11,1.217315,1.219500,1.209500,1.217256,1.217256,0
2021-06-14,1.211079,1.213151,1.209526,1.211020,1.211020,0
2021-06-15,1.212415,1.214919,1.210287,1.212224,1.212224,0
2021-06-16,1.212547,1.213499,1.211035,1.212709,1.212709,0
2021-06-17,1.199185,1.200769,1.190703,1.199559,1.199559,0
2021-06-18,1.191327,1.192748,1.185115,1.191341,1.191341,0
